id,type,name,isni,mbname,country,mbid
4446,group,Atom on Sphere,,Sphere,PL,fa5ad5b0-2f34-44d6-a0c4-2a5a8f41b0c5
4443,group,Dragon Ash,,Dragon Ash,JP,cdc00f5c-5e99-4b64-98f3-5eabda3636cf
4443,group,Dragon Ash,['0000000110111773'],Ash,GB,99164692-c02d-407c-81c9-25d338dd21f4
4443,group,Dragon Ash,,Dragon,NZ,aae96072-e23c-496a-9016-8637be8c67bc
4443,group,Dragon Ash,,Ash,KR,d2b61f64-1076-4634-86c0-c997d6de3fbd
4443,group,Dragon Ash,,G-Dragon,KR,b4f66d7f-3282-404e-a682-97374d63b5ab
4433,group,Crazy Ken Band,,クレイジーケンバンド,JP,c0347d84-96a8-4c8e-8992-178b7862468e
4433,group,Crazy Ken Band,['0000000122601729'],Crazy Horse,US,71f754c0-f2d1-4a54-8d70-cc0ee409ca00
4433,group,Crazy Ken Band,['0000000121363255'],Ken Follett,GB,58537de9-45ed-4b6b-9f67-e9571c63bc03
4433,group,Crazy Ken Band,,Ken,KR,4fd03921-e947-47d5-bbec-9dee6c126d06
4405,group,Moca,,Moca,DE,8d03e540-ad20-4ee1-8eed-c7a2e9554dd2
4405,group,Moca,,Moca,David Morales and Albert Cabrera,27f8de60-8b92-46af-bc9b-0c9f3e767ef4
4405,group,Moca,,Moça,US,5b0bead2-ca78-4233-a372-8ef882a3712e
4405,group,Moca,,Moca,JP,53362ea1-df90-46ca-9328-6976c4e05902
4405,group,Moca,,MOCA,JP,ee289d01-4328-4a10-ac1e-a93341bc0fd9
4404,group,Latin Rascals,,Latin Rascals,,7a0d3013-b8e1-47b1-86c7-76bb8fdf870e
4404,group,Latin Rascals,,The Rascals,US,219ce30a-0f3a-468c-9a13-55ee358ac0f0
4404,group,Latin Rascals,,Rascals,GB,ae85d922-95f9-462c-90aa-82bebe95aff9
4404,group,Latin Rascals,['0000000106662660'],Latin Quarter,GB,e36d9cdb-cc22-4df0-8af6-43a1c6ffe781
4404,group,Latin Rascals,,The Rascals,GB,ca3bea8d-1882-4b26-b8bf-db9916d2686d
4403,group,New Vision,,New Vision,,f9aaa95b-c6fb-4720-a413-fef337adb7c8
4403,group,New Vision,,De/Vision,DE,c72c1c3d-bf05-457f-a9f7-a642bae6ca91
4403,group,New Vision,['0000000122861862'],New Order,GB,f1106b17-dcbb-45f6-b938-199ccfab50cc
4403,group,New Vision,,New Vision Worship,,cba7d31f-c2ca-4e27-ab31-ed9991d9863a
4403,group,New Vision,,Vision,US,d5fba545-dbbf-4628-93d0-08bc49c1605f
4401,group,Supreme Ramos and the Sunset Regime,,Ramos, Supreme & Sunset Regime,,dad3319f-1f65-46df-86b8-c0f1fea582dc
4401,group,Supreme Ramos and the Sunset Regime,,Sunset Regime,GB,2cefba4d-d7fe-449b-b089-bcb39a71c274
4401,group,Supreme Ramos and the Sunset Regime,,The Regime,Metal,fd19f9b8-dbfc-4604-9f38-a236da7bbb6a
4401,group,Supreme Ramos and the Sunset Regime,,Supreme Team,KR,4ffa1b2b-5ef1-4441-8dc1-f7e51a7852e4
4401,group,Supreme Ramos and the Sunset Regime,,The Regime,US,ee19db1a-8312-42a8-96c4-cfad4309fb42
4400,group,Ramos & Sunset Regime,,Ramos, Supreme & Sunset Regime,,dad3319f-1f65-46df-86b8-c0f1fea582dc
4400,group,Ramos & Sunset Regime,,Sunset Regime,GB,2cefba4d-d7fe-449b-b089-bcb39a71c274
4400,group,Ramos & Sunset Regime,,Regime,UK based hip hop, reggae, rock band,45cdf9b5-d42b-4aa8-a8df-0dbaf4d34d97
4400,group,Ramos & Sunset Regime,,Regime,US,ecf61a21-01e1-4479-9ace-721ce4859428
4400,group,Ramos & Sunset Regime,,Regime,New Zealand hardcore,726cca06-ed2a-4291-af3b-2c1f27953ba3
4367,group,CHEMISTRY×Crystal Kay,,Crystal Kay,JP,86443348-fd26-48cf-bd13-7ea7fa27505c
4367,group,CHEMISTRY×Crystal Kay,,CHEMISTRY,JP,c8524763-e7d7-4225-8a9a-e7b64db5a1e2
4367,group,CHEMISTRY×Crystal Kay,,Chemistry,DE,fa7c66b8-9306-41be-8e12-53988829c3e3
4367,group,CHEMISTRY×Crystal Kay,,Chemistry,Duo from Mexico,66edde48-8831-4bfd-9c79-b6c0cacbf839
4367,group,CHEMISTRY×Crystal Kay,,Chemistry,Disco,685be53d-8b32-4e07-8d33-10e58b04c650
4366,group,Crystal Kay×CHEMISTRY,,Crystal Kay,JP,86443348-fd26-48cf-bd13-7ea7fa27505c
4366,group,Crystal Kay×CHEMISTRY,,CHEMISTRY,JP,c8524763-e7d7-4225-8a9a-e7b64db5a1e2
4366,group,Crystal Kay×CHEMISTRY,,Chemistry,DE,fa7c66b8-9306-41be-8e12-53988829c3e3
4366,group,Crystal Kay×CHEMISTRY,,Chemistry,Duo from Mexico,66edde48-8831-4bfd-9c79-b6c0cacbf839
4366,group,Crystal Kay×CHEMISTRY,,Chemistry,Disco,685be53d-8b32-4e07-8d33-10e58b04c650
4365,group,CHEMISTRY,,CHEMISTRY,JP,c8524763-e7d7-4225-8a9a-e7b64db5a1e2
4365,group,CHEMISTRY,,Chemistry,DE,fa7c66b8-9306-41be-8e12-53988829c3e3
4365,group,CHEMISTRY,,Chemistry,Duo from Mexico,66edde48-8831-4bfd-9c79-b6c0cacbf839
4365,group,CHEMISTRY,,Chemistry,Disco,685be53d-8b32-4e07-8d33-10e58b04c650
4365,group,CHEMISTRY,,Chemistry,Prog trance, alias of Edgar Robin Albers,3a08210c-bb39-4705-b97d-c9b210d57cc4
4357,group,J.D.S.,,JDS,GB,bdb9b4b2-667f-4019-b6b6-48c3f2f21268
4357,group,J.D.S.,,J.D.S.,GB,499a8427-964a-446b-9003-271f0b19cb81
4357,group,J.D.S.,,JDS,production music composer(s?),be5dda0e-44f8-4008-ab49-6ca3f3197903
4357,group,J.D.S.,,The JDs,IDM Duo Jack Dangers and Jon Drukman,5208a8e5-a196-45b1-886a-e74b8b28ca9a
4352,group,CHEMISTRY SUPPORTED BY MONKEY MAJIK,,MONKEY MAJIK,JP,7c39d914-43f8-4136-895a-1cc649568758
4352,group,CHEMISTRY SUPPORTED BY MONKEY MAJIK,,CHEMISTRY,JP,c8524763-e7d7-4225-8a9a-e7b64db5a1e2
4352,group,CHEMISTRY SUPPORTED BY MONKEY MAJIK,,Chemistry,DE,fa7c66b8-9306-41be-8e12-53988829c3e3
4352,group,CHEMISTRY SUPPORTED BY MONKEY MAJIK,,Chemistry,Duo from Mexico,66edde48-8831-4bfd-9c79-b6c0cacbf839
4352,group,CHEMISTRY SUPPORTED BY MONKEY MAJIK,,Chemistry,Disco,685be53d-8b32-4e07-8d33-10e58b04c650
4351,group,Monkey Majik + 吉田兄弟,,吉田兄弟,JP,7eb33fc8-3fe8-44c0-a125-9621b4909c01
4351,group,Monkey Majik + 吉田兄弟,,MONKEY MAJIK,JP,7c39d914-43f8-4136-895a-1cc649568758
4351,group,Monkey Majik + 吉田兄弟,,兄弟,JP,70538549-0660-4bec-af06-0d7516debf1f
4351,group,Monkey Majik + 吉田兄弟,,パール兄弟,JP,23daedc7-25e4-43f2-a800-23c295091e64
4351,group,Monkey Majik + 吉田兄弟,,スカンク兄弟,JP,71818f02-26b1-49c3-ac85-4e94b4264a49
4350,group,Monkey Majik + SEAMO,,MONKEY MAJIK,JP,7c39d914-43f8-4136-895a-1cc649568758
4350,group,Monkey Majik + SEAMO,['0000000372415558'],SEAMO,JP,112c9045-67fa-4a5e-a183-1af05ead65fc
4350,group,Monkey Majik + SEAMO,,Monkey Stick,KR,e12b3a7d-830b-4d4a-8bf0-086350dfcf7d
4350,group,Monkey Majik + SEAMO,,Majik,,cdc45c08-3329-4c6a-a57a-17b5f2fcd447
4350,group,Monkey Majik + SEAMO,,Monkey + 1,,ca96367e-6ba2-4d41-817e-868cdeb9bcf2
4349,group,Monkey Majik,,MONKEY MAJIK,JP,7c39d914-43f8-4136-895a-1cc649568758
4349,group,Monkey Majik,,Monkey Stick,KR,e12b3a7d-830b-4d4a-8bf0-086350dfcf7d
4349,group,Monkey Majik,,Majik,,cdc45c08-3329-4c6a-a57a-17b5f2fcd447
4349,group,Monkey Majik,,Majik,track: 'Take Me There',a9ce49e4-99be-4b9b-9102-9272ddf0ee96
4349,group,Monkey Majik,,Majik,electronica,d9752173-432c-47e2-9f6e-43e7494ce1b3
4345,group,Creek Kids,,Creek Kids,,f130d6cc-317a-4e5a-9310-9c31ae911532
4345,group,Creek Kids,,Stray Kids,KR,142b343d-bf5a-428c-a64f-6d1a7566bbe9
4345,group,Creek Kids,,Victoria Creek,Heavy Metal Band,30563c3e-d621-44b7-96da-c7bb0992075d
4345,group,Creek Kids,,Cedarmont Kids,,b725aa44-e273-4af5-b5ec-b4a5b80a36f2
4345,group,Creek Kids,['0000000115373983'],Nickel Creek,US,365144f7-85af-4c83-b24b-b1d0b26160bb
4344,group,Hamofide,,Hamofide,,7aafd477-c785-4205-ad8a-3299dd5e1612
4308,group,The Nodding Folk,['0000000469425664'],The Nodding Folk,GB,0762aabe-1973-4cbf-898f-20f43f52d757
4308,group,The Nodding Folk,,Nodding God,GB,d84ccd2a-3037-4dad-98da-db06c6992fd1
4307,group,Throbbing Gristle,['000000009959390X'],Throbbing Gristle,GB,e135d690-9c53-4333-8f11-98aec8c9f434
4307,group,Throbbing Gristle,,Gristle,Band fronted by Ben Huggins, formerly of Galactic Cowboys,e41523c7-846e-4998-ae50-9b210ec8a6bb
4307,group,Throbbing Gristle,,Gristle Hammer,CZ,c96cfde6-1323-4ec5-b9b2-2b025ddc171a
4307,group,Throbbing Gristle,,Throbbing Jellyfish,,59243f5c-73ee-4eac-b0df-00eb22143fc1
4307,group,Throbbing Gristle,,Chapel of Gristle,NZ,babf9e9a-f9c5-4176-9d54-f784912d17c3
4306,group,Soisong,,SoiSong,XW,c7b2bcd6-827f-4a09-a914-8a23ce137475
4305,group,Coil,['0000000112454366'],Coil,GB,c16fbb7e-57b1-462c-97c5-bd0e11248765
4305,group,Coil,['0000000097626886'],Lacuna Coil,IT,6fea1339-260c-40fe-bb7a-ace5c8438955
4305,group,Coil,,COIL,JP,6a23a1a4-eff7-46f7-8815-f68c320a2b16
4305,group,Coil,,Coil,JP,6979ea7e-087c-4642-922e-e07ae74179ec
4305,group,Coil,,Coil,GB,39dbc64b-37c7-4c25-8b6f-70479affe38f
4304,group,Psychic TV,['0000000123487374'],Psychic TV,GB,14c5a3a3-f5ed-4978-99af-486010e3a007
4304,group,Psychic TV,,TV Yellow,KR,56be1f9e-f67c-45dd-a0f4-5b9fc5c6def7
4304,group,Psychic TV,,Alternative TV,GB,9d0bc0f2-a4d9-4eb6-89d4-a25c066f1f7e
4304,group,Psychic TV,,TV Pow,,9026f1eb-7d98-4435-96d7-05d5845c41b3
4304,group,Psychic TV,,Psychic Ills,US,d4807769-d346-4aeb-a4af-029181ecb6fb
4292,group,RIP SLYME,,RIP SLYME,JP,729f53d9-7def-468e-9060-263f3772ec07
4292,group,RIP SLYME,,Slyme,,57a9fd68-4c63-4af6-99aa-a4b878a3e860
4292,group,RIP SLYME,,R.I.P.,ES,c2f628a4-d547-40d2-a92a-ac7c6c5c06d4
4292,group,RIP SLYME,,R.I.P.,Heavy doom metal band from Portland, Oregon,7eeab3bd-fad9-42bf-9f25-32a7ff5cf243
4292,group,RIP SLYME,,R.I.P.,BE,0474bbfb-5751-43cf-8f93-4fbf033032a7
4283,group,Krypteria,,Krypteria,DE,66882a33-8419-4e20-b0d5-0b3fd33eb626
4273,group,Jang Kiha and The Faces,,Kiha,,51e4d035-7283-4295-ac4c-319d62c12e72
4273,group,Jang Kiha and The Faces,['0000000108068956'],Faces,GB,8c7a8406-f15a-408d-b0f6-23be813bdddc
4273,group,Jang Kiha and The Faces,['0000000122539435'],Small Faces,GB,7771a68c-ef6a-400f-978d-64050d45a54c
4273,group,Jang Kiha and The Faces,,Stella Jang,KR,ece1a668-010c-4d2e-ad35-9985c950c320
4272,group,Peach Present,['0000000123248787'],The Wedding Present,GB,707622da-475f-48e1-905d-248718df6521
4272,group,Peach Present,,Present,BE,74517c33-40b8-439f-85a9-c86ae8350f12
4272,group,Peach Present,['0000000091479782'],Peach,GB,1e4d9343-3907-40a3-8037-9a2721e152b3
4272,group,Peach Present,,Present,US,6ead5103-4e99-4a85-9983-3b5f8e8293e3
4272,group,Peach Present,,Peach,ZA,74d7ed00-2bfc-497a-845c-c43d21538d81
4267,group,Tachyon,,Tachyon,,6cab6153-296b-4579-b7cb-c7b53384a9aa
4267,group,Tachyon,,Tachyon,BE,458118b3-872c-4bf6-80b3-df77285792b0
4267,group,Tachyon,,Tachyon,g0org / Kamishimo Records,23d7d90c-8441-4840-bd4b-ed621d3a53da
4267,group,Tachyon,,Tachyon Pistol,,a88885a5-5881-4038-a38f-200797680148
4257,group,Banana Girl,['0000000460175857'],Girl’s Day,KR,7284b092-eb9d-41fc-9b16-77abe96b1952
4257,group,Banana Girl,['0000000460992726'],OH MY GIRL,KR,58dccd50-1dcf-4674-8ba6-31058695d24d
4257,group,Banana Girl,,Melt‐Banana,JP,6d3f44c3-132d-42a6-a45b-16560b30a1fc
4257,group,Banana Girl,,Girl Friends,KR,8158a6b6-22c5-4aee-81c8-d9674c1bf307
4257,group,Banana Girl,,Banana,AR,4acb08e6-0300-4313-977e-e94bfc350108
4253,group,SOUL'd OUT,,SOUL’d OUT,JP,8c88dec5-7766-426b-ac62-af4053a8b86c
4253,group,SOUL'd OUT,,Soul’d Out,GB,0b399598-2e4f-43d3-88fd-044e322872c0
4253,group,SOUL'd OUT,,Soul’d Out,A cappella group,296985c4-5720-4d53-b743-33f359436f12
4253,group,SOUL'd OUT,,Soul’d Out,US,76ba9f34-84b2-4c89-9e65-7c0ef1b955d1
4253,group,SOUL'd OUT,,Soul’d Out,Christian,60a2e701-097b-49cc-ae9a-cfe7607118c3
4249,group,라이머 & N-Son,,N-Son,,5ad0b73d-0593-4772-88c3-ef7077fa7960
4249,group,라이머 & N-Son,['0000000121589641'],Guns N’ Roses,US,eeb1195b-f213-4ce1-b28c-8565211f8e43
4249,group,라이머 & N-Son,,N-Son-X,,26c064fe-356a-4427-b3ee-78d5de1e4c08
4249,group,라이머 & N-Son,,Son Volt,US,ecbd1331-95b6-4a77-b739-b4bd8ef222a7
4249,group,라이머 & N-Son,,N-SONIC,KR,911657cf-d9cb-4313-9595-77434a23f2c5
4248,group,정원영 밴드,,정원영 밴드,,cd1867a6-2870-4394-aafb-288925e8bd3c
4248,group,정원영 밴드,,정원영,KR,a09301e6-9e5c-44cb-bee6-fa682c34dd56
4248,group,정원영 밴드,,윤도현 밴드,KR,3f7fab39-e77b-4936-b75a-22bffc43ba54
4248,group,정원영 밴드,,좋아서 하는 밴드,KR,0676ab9c-0b3d-45d5-a815-5c2acefba33e
4248,group,정원영 밴드,,나하비 밴드,,de5d5321-0f92-49e8-915d-8da14fb645b9
4152,group,Ab 에비뉴,,AB,KR,061e4336-6869-4c98-b971-3c63b21d26e1
4152,group,Ab 에비뉴,,AB’s,JP,fec4adf6-758f-4719-9236-d9ce0167f94d
4152,group,Ab 에비뉴,,AB+,acid jazz,827b9212-6451-4193-bad5-69e25b8cf66a
4152,group,Ab 에비뉴,,Ab Ovo,FR,ea8d00e8-d90c-4eae-8ace-d0feb426a91e
4152,group,Ab 에비뉴,,A.B,GB,e20a055c-b2e9-4c57-9490-f0c28f5cfaaa
4124,group,2,,2 Unlimited,NL,515b236c-cce1-4dc2-aedd-50de7b1736e2
4124,group,2,,2 Story,KR,ac2e0a36-c489-4843-8f93-e6e79172a07d
4124,group,2,,언프리티 랩스타 2,KR,5600f201-03f4-459e-a1ac-d7ce7b45db4c
4124,group,2,,2 Skinnee J's,US,1d16e8ce-afe0-4f70-bb94-8742756d2589
4122,group,POE,['000000011873983X'],Poe,US,72ae540c-514f-4c05-b05d-e6297e0ce4da
4122,group,POE,,Poe,HU,e10a39d5-8faa-49dc-bcaa-42a3415e177b
4122,group,POE,,Larkin Poe,Formerly known as Lovell Sisters,ec5436c4-c44a-47f5-a640-da8d376a3871
4122,group,POE,,Poe,US,88361397-8f67-4828-80e6-ff9d11abc7f2
4122,group,POE,,Harley Poe,,d148ae49-cb92-443a-8fe2-d272b9386a0c
4119,group,전국 비둘기 연합,,비둘기 우유,KR,fc5e27cc-746c-4459-a38c-3f11a5177dbe
4110,group,동물원,,동물원,KR,90a103a8-b4a4-45d3-a09c-4f13eacfbd8a
4074,group,(플라워),,플라워,KR,53a5e045-05f6-4d5a-9964-8a7e5c14ae94
4046,group,미스 에스,,미스 미스터,,62ba9697-fc45-443f-ac58-2804857a5fe2
4038,group,디베이스,,디베이스,KR,2ba3eaf1-f2f2-42fd-8c24-8d476e15d422
4028,group,문 패트롤,,gate 문,,cd3ab587-78c0-4ddc-845c-8d368d204702
4027,group,스페이스 A,,miss A,KR,5676c373-0569-4e64-9ac7-1ece03891334
4027,group,스페이스 A,['000000012264530X'],a‐ha,NO,7364dea6-ca9a-48e3-be01-b44ad0d19897
4027,group,스페이스 A,,ZE:A,KR,156632ba-7d6e-4b38-b879-808d0c754cb4
4027,group,스페이스 A,,Space A,KR,fd6ba7e7-0892-4ec8-aa31-2b41cf57ae97
4027,group,스페이스 A,,A-JAX,KR,df40dfde-7470-412d-83bb-c6897206f415
4004,group,더 넛츠,,더 매거스,KR,f3ae6d97-f030-4de9-af79-113e36c54ec3
4004,group,더 넛츠,,더 원,KR,5eda3f65-c1b9-486b-8d70-d758f61ce2cd
4004,group,더 넛츠,,술탄 오브 더 디스코,KR,ad1928b9-8e7b-45ca-b331-f16674a32065
3964,group,더 멜로디,,더 매거스,KR,f3ae6d97-f030-4de9-af79-113e36c54ec3
3964,group,더 멜로디,,더 원,KR,5eda3f65-c1b9-486b-8d70-d758f61ce2cd
3964,group,더 멜로디,,술탄 오브 더 디스코,KR,ad1928b9-8e7b-45ca-b331-f16674a32065
3723,group,UP,,Wa$$up,KR,91b266bc-0c67-44f1-85a1-200581bae246
3723,group,UP,['000000011086875X'],Fucked Up,CA,19202b40-eb93-48a0-b6fc-fce9568182aa
3723,group,UP,,7 go up,KR,2fd73a22-f4aa-451d-82ab-b3d6a85ea199
3723,group,UP,,MAKE‐UP,JP,785113ad-c6aa-4a89-a485-9534f2ac3726
3661,group,치즈스테레오,,치즈스테레오,,5a9782cf-4636-4437-a6c1-d40b5a2c46ef
3629,group,노래를 찾는 사람들,,노래를 찾는 사람들,KR,898bc57a-1d54-4d66-b4a4-a7049d257f7e
3628,group,미선이,,미선이,,bf637c8f-daa5-4e69-94ee-a5c006e39a94
3539,group,아이 더 트리 탑스,,아이,KR,78106930-a43d-4665-aa3a-b662d0a19517
3539,group,아이 더 트리 탑스,,더 매거스,KR,f3ae6d97-f030-4de9-af79-113e36c54ec3
3539,group,아이 더 트리 탑스,,더 원,KR,5eda3f65-c1b9-486b-8d70-d758f61ce2cd
3539,group,아이 더 트리 탑스,,술탄 오브 더 디스코,KR,ad1928b9-8e7b-45ca-b331-f16674a32065
3522,group,라디오 소울,,빅마마 소울,KR,a039a7da-0efd-477d-b1ca-c29d62b88d58
3522,group,라디오 소울,,소울 제이,KR,40f17d02-1a5f-4740-986e-c1a92ff23678
3522,group,라디오 소울,,소울 스테디 락커스,KR,34842b83-3eb6-491f-967f-657989215992
3512,group,닥터코어 911,,911,GB,d71881a2-a7b7-4fcb-b15d-ff52463a04db
3512,group,닥터코어 911,,911,CCM group,2826d189-b05d-400a-9fa2-476a8b75cbd6
3512,group,닥터코어 911,,911,hiphop us,d518d1ae-84a4-44d1-a650-4cdac0e584c1
3512,group,닥터코어 911,,911,hard house; track: "The 4 Commitments",0a1079e2-3b63-4f03-ab2e-1881ffc7cf78
3512,group,닥터코어 911,,911,RnB artist,0bcea5b4-a420-42f3-a16c-0e35e141f004
3501,group,무브먼트(Movement),,Movement,KR,cd06d09a-d0f1-4a37-9ebc-85c73ff20c5d
3501,group,무브먼트(Movement),,Movement,trio from Sydney,04dc4a54-1126-4a4d-8535-e2c163645471
3501,group,무브먼트(Movement),,Movement,DE,0712daa8-4b64-4eff-9f75-88a7379105f2
3501,group,무브먼트(Movement),,Movement,DK,d70523ac-4827-4edc-a395-4d6a2206dd3b
3501,group,무브먼트(Movement),,Movement,US,a3671946-96e1-4f24-9654-d47f9b3dce60
3494,group,일기예보,,일기예보,,74f2b151-394a-4ff5-8b2c-d36e01f510fc
3490,group,HAM,,HAM,IS,74588737-2915-4b99-8c27-c504020820f4
3490,group,HAM,,Ham,US,b52ba0c3-c7fd-477d-a212-a4c16658948a
3490,group,HAM,,HAM,CA,f05bf45d-2b4d-4954-acfa-0e88c37eeeb7
3490,group,HAM,,Ham Ko Ham,HU,a5cffb22-f6ba-44c5-adaf-9fee3f8712a4
3490,group,HAM,,Ham,FR,e8e458d0-7945-4b69-80bb-1a0008d7bad6
3468,group,K.O.D,,K.O.D.,KR,76b00469-2a89-4d78-8e51-6ce514f1295c
3468,group,K.O.D,,KOD,,919bb117-4ea8-4107-a924-80fe7ce95f56
3468,group,K.O.D,,K.O.D.,US,bbfd1a65-1547-418e-b1c9-6da379ba7841
3468,group,K.O.D,,Kod,80s French Wave group,958c1295-ee8b-4182-9058-b76f69aba39e
3468,group,K.O.D,,K.O.D.,,1b6c8bdc-d179-4108-9c81-8d589fc81f5a
3453,group,소방차,,소방차,KR,9ef0586a-28d7-44d0-b3af-d5c37cf78bb4
3401,group,BoM,,PARK BOM,KR,df8b2247-0ec1-42f6-9a5b-97e0b120ba0d
3401,group,BoM,,Bom Bom Chip!,ES,df8bff61-e798-47c2-94d2-55fc29c8badf
3401,group,BoM,,Bom Bom,,a25b7e68-155c-4ba7-bccb-32472ff53fc3
3401,group,BoM,,BØM,BE,97ed5536-4a93-41cc-9c0a-1c0139d5d78f
3401,group,BoM,,Bom,,5601f287-f3f1-4373-9e49-6444262375ae
3382,group,Eco,,Eco,DE,846c389c-c94c-4fd4-ba98-1cd8a50a8d1e
3382,group,Eco,,Eco,US,d37f65cb-bb8d-47e6-9aaf-2e125972a4d1
3382,group,Eco,,eco,ES,301777b4-bd22-4f21-be61-134c24b71388
3382,group,Eco,['0000000122839390'],Umberto Eco,IT,b7050d34-937c-4aa4-9291-66ed4d9c0f0e
3382,group,Eco,,SPC ECO,,b7acb985-3395-424a-aed9-50d54a1116e0
3360,group,들국화,,들국화,,79bbef91-63cc-4fbc-9922-702092508327
3326,group,秀Pearls,,Pearls,DE,1240a3a1-3d79-48bf-b064-d8669958eb15
3326,group,秀Pearls,,Pearls,AU,06ac27ea-8e8a-40e0-99de-f8882527c43c
3326,group,秀Pearls,,Cultured Pearls,DE,6f98b1f5-6803-4f7a-9740-3eda9af6ddce
3326,group,秀Pearls,,鄭秀文,HK,5f3c4fe0-fc71-4455-99e6-abd0e8c4462e
3326,group,秀Pearls,,The Pearls,GB,318d4cac-7f6f-4660-b831-69e99d43125e
3320,group,투야,,투야,,d78c8dbd-bb78-40ff-be65-d55512a79c15
3280,group,Vanilla Acoustic,,Vanilla Acoustic,KR,1129753b-041c-4854-a7f9-8259b6305be9
3261,group,바닐라 루시,,바닐라 유니티,KR,fe921ac8-464b-4aef-b8c6-d163f4bd9ec2
3261,group,바닐라 루시,,초코와 바닐라,KR,9f830a4b-5025-42e6-849d-feff55acc682
3231,group,더 블랙,,레인보우 블랙,KR,1fb23fce-1345-489a-8992-806991776034
3231,group,더 블랙,,더 매거스,KR,f3ae6d97-f030-4de9-af79-113e36c54ec3
3231,group,더 블랙,,더 원,KR,5eda3f65-c1b9-486b-8d70-d758f61ce2cd
3231,group,더 블랙,,술탄 오브 더 디스코,KR,ad1928b9-8e7b-45ca-b331-f16674a32065
3090,group,SWAN (Korean band),,SWAN,KR,383c91db-e4da-48c5-828d-f6707877426c
3090,group,SWAN (Korean band),,Korean Kittens,KR,977b647b-af11-45a5-8e33-76b8d007991e
3090,group,SWAN (Korean band),,NELL,KR,e156615d-3ddd-4491-9584-4b9d971472c4
3090,group,SWAN (Korean band),,SWAN,KR,19090c9c-94b1-4318-89aa-20e14a55a9a4
3090,group,SWAN (Korean band),,J-Walk,KR,f747f781-b60c-4414-bce4-6cb62abe1525
3089,group,N-Train,,Train,US,bfd5aec5-62a2-4560-a316-7c46c17babda
3089,group,N-Train,,Mystery Train,KR,c8144213-e57d-446d-8831-056991439160
3089,group,N-Train,['0000000121589641'],Guns N’ Roses,US,eeb1195b-f213-4ce1-b28c-8565211f8e43
3089,group,N-Train,['0000000115507216'],Zion Train,GB,3010655f-9ff2-4753-b4f7-803c4118f450
3089,group,N-Train,,N-SONIC,KR,911657cf-d9cb-4313-9595-77434a23f2c5
3087,group,N.O.M,,Nom Nom,,5d8fd4fa-13aa-4928-ab77-0a9553a6dbed
3087,group,N.O.M,,NoM,DE,2214305f-7fe1-4c7c-9563-a4067b564477
3087,group,N.O.M,,N.O.M,GR,726f0d0f-396f-4a58-a8a5-8ff401123b7f
3087,group,N.O.M,,NOM,also known as Phenom,f91209ab-a063-43ae-bd22-cef594c4d607
3087,group,N.O.M,,Sacré Nom!,AR,aa40fb2e-e5c0-499a-a0f9-74378a2ed5a9
3080,group,Every Single Day,,Every Second Every Day,UA,2af4d8bc-6ce7-4af0-bdb0-1c6d9c189882
3080,group,Every Single Day,,Every New Day,CA,59485bfa-b3fc-44ae-8fb9-062a51471f09
3080,group,Every Single Day,,Trouble Every Day,,712f1b52-6dbe-4f88-a097-f7e23cba869a
3080,group,Every Single Day,['0000000122711282'],Green Day,US,084308bd-1654-436f-ba03-df6697104e19
3080,group,Every Single Day,['0000000460175857'],Girl’s Day,KR,7284b092-eb9d-41fc-9b16-77abe96b1952
